Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,Q_BallotBoxStuffing,HT1Readable,HT1Credible,HT1Positive,HT1Quality,HT1Creative,CT1Readable,CT1Credible,CT1Positive,CT1Quality,CT1Creative,HT2Readable,HT2Credible,HT2Positive,HT2Quality,HT2Creative,CT2Readable,CT2Credible,CT2Positive,CT2Quality,CT2Creative,HT3Readable,HT3Credible,HT3Positive,HT3Quality,HT3Creative,CT3Readable,CT3Credible,CT3Positive,CT3Quality,CT3Creative,AC1,AC2,AC3,AC4,AC5,HT4Readable,HT4Credible,HT4Positive,HT4Quality,HT4Creative,CT4Readable,CT4Credible,CT4Positive,CT4Quality,CT4Creative,HT5Readable,HT5Credible,HT5Positive,HT5Quality,HT5Creative,CT5Readable,CT5Credible,CT5Positive,CT5Quality,CT4Creative,SurveyID
3/17/2023 4:08,3/17/2023 4:11,IP Address,87.116.167.188,100,186,TRUE,3/17/2023 4:11,R_1EXNKkjjMnh9X7B,,,,,44.8166,20.4721,anonymous,EN,1,,0,0,,,2,,4,4,,,,,,,,,,,,2,,4,4,4,,,,,,5,5,5,4,4,4,4,4,4,4,,,,,,4,5,4,5,5,5,4,5,4,,,,,,,SV_ehCPpnOdI0dWLkO
3/17/2023 4:07,3/17/2023 4:11,IP Address,197.210.52.227,100,230,TRUE,3/17/2023 4:11,R_1FPL1Fi1ROB9cRg,,,,,9.0567,7.4969,anonymous,EN,0.899999976,,0,0,,,,,,,,4,2,5,4,,,,,,,5,5,5,4,5,5,5,5,4,,,,,,,4,4,4,4,4,5,5,4,4,5,,,,,,,,,,,5,5,5,5,5,SV_ehCPpnOdI0dWLkO
3/17/2023 4:04,3/17/2023 4:11,IP Address,110.39.174.135,100,473,TRUE,3/17/2023 4:11,R_1hHmcEM8Tn4eput,,,,,32.463,71.4693,anonymous,EN,1,,0,0,,,5,,,,,,,,,,,,,,,5,4,,2,2,,,,,,2,2,2,2,2,4,1,1,1,,,,,,,2,,1,1,2,5,4,5,5,5,,,,,,SV_ehCPpnOdI0dWLkO
3/17/2023 4:08,3/17/2023 4:12,IP Address,105.245.102.122,100,240,TRUE,3/17/2023 4:12,R_BEfrm0O0oLkZIT7,,,,,-25.7599,28.2604,anonymous,EN,1,,0,0,,,5,,4,,,,,,,,4,,4,,2,,,,,,,,,,,4,,4,,4,4,4,4,4,4,,,,,,4,,,,4,,,,,,4,,2,,,SV_ehCPpnOdI0dWLkO
3/17/2023 4:01,3/17/2023 4:13,IP Address,177.26.79.244,100,703,TRUE,3/17/2023 4:13,R_snC0gILHGeZmtfb,,,,,-22.9485,-43.3436,anonymous,EN,1,TRUE,100,0,3/17/2023 9:55,TRUE,4,4,4,4,4,,,,,,5,5,5,5,5,,,,,,,,,,,,,,,,4,4,4,4,4,5,5,5,5,5,,,,,,4,4,4,4,4,,,,,,SV_ehCPpnOdI0dWLkO
3/17/2023 4:01,3/17/2023 4:14,IP Address,119.155.172.49,100,784,TRUE,3/17/2023 4:14,R_3R4lJ2OpCtKaMYs,,,,,31.5511,74.3437,anonymous,EN,0.899999976,,0,0,,,5,4,,5,5,,,,,,4,5,4,,5,,,,,,5,4,5,5,,,,,,,4,4,4,4,4,,,,,,4,5,5,4,4,,,,,,5,4,,5,4,SV_ehCPpnOdI0dWLkO
3/17/2023 4:05,3/17/2023 4:15,IP Address,197.26.78.142,100,566,TRUE,3/17/2023 4:15,R_33rvrQNaP8oRusx,,,,,34.4739,9.4613,anonymous,EN,1,,0,0,,,,,,,,4,4,5,,5,,,,,,1,,4,,5,5,,5,,5,,,,,,4,4,4,4,4,4,5,4,,4,,,,,,,,,,,1,1,1,,1,SV_ehCPpnOdI0dWLkO
3/17/2023 4:10,3/17/2023 4:15,IP Address,36.71.82.226,100,268,TRUE,3/17/2023 4:15,R_1oGrBz7dfukB5dD,,,,,-6.9932,110.4215,anonymous,EN,1,,0,0,,,,,,,,4,,4,4,4,,,,,,4,4,5,4,5,4,4,4,4,,,,,,,4,4,4,4,4,,,,,,4,,,4,4,,,,,,5,4,5,4,4,SV_ehCPpnOdI0dWLkO
3/17/2023 4:15,3/17/2023 4:18,IP Address,102.89.34.244,100,170,TRUE,3/17/2023 4:18,R_2uVfQAwZfT6t1sI,,,,,6.4474,3.3903,anonymous,EN,,TRUE,100,10,3/17/2023 9:52,TRUE,,,,,,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,5,5,5,4,5,4,4,4,4,4,5,4,5,4,4,,,,,,5,4,5,5,4,,,,,,SV_ehCPpnOdI0dWLkO
3/17/2023 4:23,3/17/2023 4:30,IP Address,131.226.105.45,100,430,TRUE,3/17/2023 4:30,R_2YJjWywsOx6qb86,,,,,14.2622,121.0581,anonymous,EN,1,TRUE,100,0,3/17/2023 9:43,TRUE,,,,,,5,4,5,4,5,,,,,,5,5,5,5,5,5,5,5,4,5,,,,,,4,4,4,4,4,5,5,5,5,5,,,,,,,,,,,5,5,5,5,5,SV_ehCPpnOdI0dWLkO
3/17/2023 3:48,3/17/2023 4:35,IP Address,37.111.154.222,100,2821,TRUE,3/17/2023 4:35,R_3e53bqCMcbaMMeK,,,,,31.5826,74.3276,anonymous,EN,0.899999976,TRUE,100,0,3/17/2023 9:43,TRUE,5,5,5,5,5,,,,,,5,4,4,5,5,,,,,,,,,,,5,4,4,5,5,4,4,4,4,4,5,5,5,5,5,,,,,,5,5,5,5,5,,,,,,SV_ehCPpnOdI0dWLkO
3/17/2023 5:05,3/17/2023 5:09,IP Address,94.14.79.129,100,234,TRUE,3/17/2023 5:09,R_1imJLqCxNIBw5Vs,,,,,51.5747,-1.7823,anonymous,EN,0.899999976,,0,0,,,4,4,4,4,4,,,,,,,,,,,4,4,4,4,4,4,4,4,,,,,,,,4,4,4,4,4,,,,,,4,4,4,4,4,,,,,,5,4,4,4,,SV_ehCPpnOdI0dWLkO
3/17/2023 5:36,3/17/2023 5:43,IP Address,109.93.224.162,100,425,TRUE,3/17/2023 5:43,R_5mx99ZTZIeHBDzz,,,,,45.25,19.8362,anonymous,EN,0.899999976,,0,0,,,,,,,,4,4,5,4,5,,,,,,5,4,5,,4,5,4,4,,,,,,,,4,4,4,4,4,,,,,,5,5,5,4,5,,,,,,5,4,5,4,4,SV_ehCPpnOdI0dWLkO
3/17/2023 5:40,3/17/2023 5:46,IP Address,49.15.183.158,100,346,TRUE,3/17/2023 5:46,R_3PcqVJ0rxeddo5Z,,,,,22.717,75.8337,anonymous,EN,1,,0,0,,,4,,5,4,5,,,,,,,,,,,5,5,5,4,5,,,,,,1,2,1,2,,4,4,4,4,4,,,,,,5,5,4,4,4,,,,,,5,5,5,5,5,SV_ehCPpnOdI0dWLkO
3/17/2023 5:47,3/17/2023 5:49,IP Address,106.198.20.145,100,133,TRUE,3/17/2023 5:49,R_rim1sSYm0wru8aR,,,,,12.8996,80.2209,anonymous,EN,1,,0,0,,,5,,4,,,,,,,,5,5,5,5,5,,,,,,5,1,4,4,1,,,,,,4,4,4,4,4,,,,,,5,5,5,4,,4,4,4,,4,,,,,,SV_ehCPpnOdI0dWLkO
3/17/2023 5:54,3/17/2023 5:56,IP Address,92.233.224.53,100,117,TRUE,3/17/2023 5:56,R_2sTtd6YnVux7Bht,,,,,51.4895,-2.509,anonymous,EN,1,,0,0,,,4,4,4,4,4,,,,,,5,5,5,5,5,,,,,,,,,,,5,5,5,5,5,4,4,4,4,4,5,5,5,5,5,,,,,,,,,,,4,2,4,4,4,SV_ehCPpnOdI0dWLkO
3/17/2023 5:53,3/17/2023 5:58,IP Address,105.163.1.98,100,269,TRUE,3/17/2023 5:58,R_3nT7WZyYQe5qeOf,,,,,-1.2841,36.8155,anonymous,EN,1,,0,0,,,,,,,,5,5,5,4,5,,,,,,5,5,5,5,5,5,5,5,4,4,,,,,,4,4,4,4,4,,,,,,5,5,5,4,4,5,5,5,4,4,,,,,,SV_ehCPpnOdI0dWLkO
3/17/2023 5:55,3/17/2023 5:59,IP Address,41.115.114.17,100,276,TRUE,3/17/2023 5:59,R_31vDHaAk2WSYeJI,,,,,-29.8556,31.0449,anonymous,EN,0.899999976,,0,0,,,5,,5,4,5,,,,,,,,,,,5,,5,4,5,,,,,,5,,4,,5,4,4,4,4,4,5,4,5,,4,,,,,,,,,,,5,,4,,4,SV_ehCPpnOdI0dWLkO
3/17/2023 5:55,3/17/2023 6:00,IP Address,112.134.230.99,100,320,TRUE,3/17/2023 6:00,R_2cvCGDWT0zmCLfG,,,,,7.2067,79.8362,anonymous,EN,1,,0,0,,,5,4,5,2,4,,,,,,4,4,5,2,2,,,,,,,,,,,5,4,5,4,5,4,4,4,4,4,,,,,,5,5,5,5,5,,,,,,4,5,4,,5,SV_ehCPpnOdI0dWLkO
3/17/2023 5:57,3/17/2023 6:01,IP Address,5.31.3.211,100,243,TRUE,3/17/2023 6:01,R_1C28Q7nGhszgO3o,,,,,25.2633,55.3087,anonymous,EN,1,,0,0,,,,,,,,5,4,5,4,2,,,,,,5,4,5,4,4,5,2,,2,1,,,,,,4,4,4,4,4,5,4,4,2,2,,,,,,4,2,4,2,1,,,,,,SV_ehCPpnOdI0dWLkO
3/17/2023 6:00,3/17/2023 6:07,IP Address,197.210.53.128,100,416,TRUE,3/17/2023 6:07,R_1jJpLGVQDcwaK5j,,,,,9.0567,7.4969,anonymous,EN,0.899999976,,0,0,,,4,4,5,4,4,,,,,,,,,,,4,4,5,4,4,5,5,5,5,4,,,,,,4,4,4,4,4,,,,,,5,4,5,4,5,,,,,,5,4,5,4,4,SV_ehCPpnOdI0dWLkO
3/17/2023 6:06,3/17/2023 6:10,IP Address,197.211.53.62,100,248,TRUE,3/17/2023 6:10,R_T0JZFjsrNsKY5BT,,,,,9.0567,7.4969,anonymous,EN,0.899999976,,0,0,,,5,4,5,4,4,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,,,,,,4,4,4,4,4,5,5,5,5,5,,,,,,5,4,5,4,1,,,,,,SV_ehCPpnOdI0dWLkO
3/17/2023 6:06,3/17/2023 6:15,IP Address,102.89.34.232,100,511,TRUE,3/17/2023 6:15,R_3DkLlaDyAf6yTMd,,,,,6.4474,3.3903,anonymous,EN,1,,0,0,,,,,,,,5,5,5,5,5,5,5,5,5,5,,,,,,5,4,4,4,4,,,,,,4,4,4,4,4,5,5,5,5,5,,,,,,5,5,5,5,5,,,,,,SV_ehCPpnOdI0dWLkO
3/17/2023 6:26,3/17/2023 6:32,IP Address,177.131.166.224,100,356,TRUE,3/17/2023 6:32,R_12QH8di8rYncHhh,,,,,-22.9072,-43.1883,anonymous,EN,1,,0,0,,,,,,,,5,4,,,4,,,,,,5,4,4,4,5,,,,,,4,,2,2,2,4,4,4,4,4,4,4,,2,2,,,,,,5,,,2,2,,,,,,SV_ehCPpnOdI0dWLkO
4/12/2023 16:12,4/12/2023 16:13,IP Address,98.238.236.46,100,61,TRUE,4/12/2023 16:13,R_1d9KfRyLJqWc8kJ,,,,,38.2723,-121.2976,anonymous,EN,1,,0,0,,,,,,,,5,5,5,,4,5,,4,,,,,,,,4,,4,,,,,,,,4,4,4,4,4,,,,,,5,,4,,4,,,,,,5,4,4,,4,SV_ehCPpnOdI0dWLkO
4/12/2023 16:12,4/12/2023 16:13,IP Address,163.123.221.247,100,71,TRUE,4/12/2023 16:13,R_3kLdhAw6Tg6GyoE,,,,,33.8351,-117.8652,anonymous,EN,1,,0,55,,,4,5,4,5,4,,,,,,,,,,,4,5,4,5,4,4,5,4,5,4,,,,,,4,5,4,5,4,,,,,,4,5,4,5,4,4,5,4,5,4,,,,,,SV_ehCPpnOdI0dWLkO
4/12/2023 16:12,4/12/2023 16:13,IP Address,23.120.97.88,100,87,TRUE,4/12/2023 16:13,R_3noxvQ1PwxeWiUW,,,,,34.2849,-85.2253,anonymous,EN,0.899999976,,0,0,,,,,,,,4,,4,,2,,,,,,4,4,4,,4,,,,,,4,4,4,,,4,4,4,4,4,4,4,4,,,,,,,,,,,,,4,4,4,,2,SV_ehCPpnOdI0dWLkO
4/12/2023 16:12,4/12/2023 16:13,IP Address,163.123.222.115,100,85,TRUE,4/12/2023 16:13,R_1pyEJWRf1TXFodL,,,,,40.7009,-73.9461,anonymous,EN,1,,0,25,,,,4,4,4,,,,,,,,,,,,,,4,4,4,4,4,,,,,,,,,,4,,,4,4,,,,4,,,,,,4,,4,4,4,,,,,,SV_ehCPpnOdI0dWLkO
4/12/2023 16:13,4/12/2023 16:13,IP Address,208.196.102.231,100,53,TRUE,4/12/2023 16:13,R_ReQNQJTRzVhuTL3,,,,,40.9922,-73.9748,anonymous,EN,0.899999976,,0,0,,,,,,,,5,5,4,4,5,4,,5,5,4,,,,,,,,,,,4,,5,5,4,4,5,5,,4,4,5,,4,5,,,,,,,,,,,4,4,5,,5,SV_ehCPpnOdI0dWLkO
4/12/2023 16:12,4/12/2023 16:14,IP Address,68.81.42.79,100,86,TRUE,4/12/2023 16:14,R_3P5Neq5MVZDhPpw,,,,,40.2684,-75.3903,anonymous,EN,1,,0,0,,,4,5,5,4,4,,,,,,,,,,,4,5,5,4,4,4,5,5,4,4,,,,,,4,4,4,4,4,,,,,,4,5,5,4,4,4,5,5,4,4,,,,,,SV_ehCPpnOdI0dWLkO
4/12/2023 16:12,4/12/2023 16:14,IP Address,163.123.222.5,100,86,TRUE,4/12/2023 16:14,R_1rP9FYh9GBvz4X0,,,,,40.7009,-73.9461,anonymous,EN,0.899999976,,0,75,,,,,,,,4,4,4,4,4,,,,,,4,,4,4,4,4,4,4,4,4,,,,,,4,4,4,4,4,,,,,,4,4,4,4,4,4,4,4,4,4,,,,,,SV_ehCPpnOdI0dWLkO
4/12/2023 16:13,4/12/2023 16:14,IP Address,209.20.200.15,100,70,TRUE,4/12/2023 16:14,R_9WTGQB8yNf9DJgR,,,,,39.018,-77.539,anonymous,EN,0.800000012,,0,25,,,,,,,,4,5,5,4,5,4,5,5,5,4,,,,,,4,5,5,5,5,,,,,,4,5,4,4,5,,,,,,5,5,5,,4,,,,,,4,5,5,5,5,SV_ehCPpnOdI0dWLkO
4/12/2023 16:13,4/12/2023 16:14,IP Address,208.196.117.235,100,68,TRUE,4/12/2023 16:14,R_2yapGJWoiixE52j,,,,,26.3051,-80.2447,anonymous,EN,1,,0,30,,,,,,,,4,5,4,4,4,5,,4,,4,,,,,,5,,4,5,4,,,,,,,4,5,5,4,,,,,,5,4,,4,5,,,,,,4,4,5,4,5,SV_ehCPpnOdI0dWLkO
4/12/2023 16:12,4/12/2023 16:14,IP Address,202.182.69.28,100,112,TRUE,4/12/2023 16:14,R_w7Vvs8NU4za2vEB,,,,,40.7123,-74.0068,anonymous,EN,0.899999976,,0,25,,,,,,,,4,4,,4,,,,,,,4,5,4,5,4,,,,,,4,5,4,5,4,4,5,4,5,4,4,5,4,5,4,,,,,,,,,,,4,5,4,5,4,SV_ehCPpnOdI0dWLkO
4/12/2023 16:12,4/12/2023 16:14,IP Address,176.116.233.100,100,108,TRUE,4/12/2023 16:14,R_3nBFthuFpzs39M8,,,,,39.018,-77.539,anonymous,EN,0.800000012,,0,10,,,5,5,5,5,5,,,,,,,,,,,4,4,4,4,4,,,,,,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,,,,,,5,5,5,5,5,,,,,,SV_ehCPpnOdI0dWLkO
4/12/2023 16:12,4/12/2023 16:14,IP Address,24.120.111.226,100,126,TRUE,4/12/2023 16:14,R_2WP7rhMlwv78Zpr,,,,,36.1472,-115.1175,anonymous,EN,0.899999976,,0,0,,,4,4,4,4,4,,,,,,4,4,4,,2,,,,,,4,4,4,4,1,,,,,,4,4,4,4,4,4,4,4,4,4,,,,,,4,4,4,4,4,,,,,,SV_ehCPpnOdI0dWLkO
4/12/2023 16:13,4/12/2023 16:14,IP Address,45.196.144.195,100,78,TRUE,4/12/2023 16:14,R_1dmmg0qF08LooWI,,,,,39.0469,-77.4903,anonymous,EN,0.899999976,,0,25,,,5,4,5,,,,,,,,,,,,,5,5,5,,,,,,,,5,4,5,4,,5,5,4,4,,,5,4,4,5,,,,,,,,,,,5,5,4,4,,SV_ehCPpnOdI0dWLkO
4/12/2023 16:12,4/12/2023 16:14,IP Address,202.182.70.239,100,112,TRUE,4/12/2023 16:14,R_54nqAY0Qpi9jDc5,,,,,40.7123,-74.0068,anonymous,EN,0.400000006,,0,25,,,4,,4,4,4,,,,,,,,,,,4,5,4,4,5,4,4,4,5,4,,,,,,4,5,4,5,4,,,,,,4,4,5,4,4,,,,,,4,5,4,4,5,SV_ehCPpnOdI0dWLkO
4/12/2023 16:13,4/12/2023 16:14,IP Address,162.90.1.101,100,81,TRUE,4/12/2023 16:14,R_2908lRLpOT8rO7m,,,,,40.7365,-74.0055,anonymous,EN,0.400000006,,0,5,,,,,,,,5,5,5,5,5,,,,,,5,5,4,4,,5,5,2,2,1,,,,,,4,4,4,4,4,5,5,4,,,,,,,,,,,,,5,4,4,4,,SV_ehCPpnOdI0dWLkO
4/12/2023 16:13,4/12/2023 16:14,IP Address,154.17.152.190,100,93,TRUE,4/12/2023 16:14,R_NXxmNp9JQKS8G89,,,,,39.0469,-77.4903,anonymous,EN,0.899999976,,0,55,,,,4,5,4,,,,,,,4,5,4,,4,,,,,,,4,5,4,,,,,,,,4,5,4,,,,,,,4,4,5,2,2,,4,5,4,,,,,,,SV_ehCPpnOdI0dWLkO
4/12/2023 16:12,4/12/2023 16:14,IP Address,208.194.215.94,100,118,TRUE,4/12/2023 16:14,R_3MciJBUXmvYsPmw,,,,,39.6102,-75.6747,anonymous,EN,0.899999976,,0,30,,,,,,,,4,4,5,5,4,5,4,4,4,5,,,,,,4,5,4,4,4,,,,,,4,4,4,4,4,4,5,4,4,5,,,,,,4,4,4,4,5,,,,,,SV_ehCPpnOdI0dWLkO
4/12/2023 16:13,4/12/2023 16:14,IP Address,63.92.66.195,100,62,TRUE,4/12/2023 16:14,R_2q1n0gulCetaIAV,,,,,28.5344,-81.3783,anonymous,EN,0.899999976,,0,25,,,4,4,4,4,4,,,,,,5,5,5,5,5,,,,,,4,5,4,4,4,,,,,,4,4,4,4,4,4,5,5,4,5,,,,,,,,,,,4,5,4,5,4,SV_ehCPpnOdI0dWLkO
4/12/2023 16:13,4/12/2023 16:14,IP Address,81.148.225.187,100,101,TRUE,4/12/2023 16:14,R_2Qs0FRpWaSreXaO,,,,,51.7803,-3.2043,anonymous,EN,0.899999976,,0,0,,,,,,,,5,4,5,5,5,,,,,,5,5,5,5,5,,,,,,5,4,5,4,4,4,4,4,4,4,,,,,,5,5,5,5,5,,,,,,5,5,5,5,5,SV_ehCPpnOdI0dWLkO
4/12/2023 16:12,4/12/2023 16:14,IP Address,208.195.169.135,100,146,TRUE,4/12/2023 16:14,R_2zIUdn4xWKuDOYg,,,,,40.8023,-73.7329,anonymous,EN,1,,0,0,,,,,,,,4,,4,5,4,4,5,,4,5,,,,,,,,,,,,4,5,,4,4,,4,4,,,,,,,5,4,5,4,5,4,,4,4,5,,,,,,SV_ehCPpnOdI0dWLkO
4/12/2023 16:13,4/12/2023 16:14,IP Address,84.32.6.53,100,67,TRUE,4/12/2023 16:14,R_2CZMjsUaFI4qdtf,,,,,38.6583,-77.2481,anonymous,EN,0.899999976,,0,30,,,,,,,,4,4,4,4,4,,,,,,4,4,4,4,4,,,,,,4,4,4,4,4,4,4,4,4,4,,,,,,4,,4,4,4,,,,,,,4,4,,,SV_ehCPpnOdI0dWLkO
4/12/2023 16:12,4/12/2023 16:15,IP Address,208.195.173.71,100,158,TRUE,4/12/2023 16:15,R_sM2ROtP4sO0KDn3,,,,,39.8996,-86.1692,anonymous,EN,0.899999976,,0,30,,,4,5,4,4,4,,,,,,4,,4,4,4,,,,,,,,,,,4,4,,4,4,4,4,4,4,4,4,5,4,4,4,,,,,,,,,,,4,4,,4,4,SV_ehCPpnOdI0dWLkO
4/12/2023 16:13,4/12/2023 16:15,IP Address,208.195.160.44,100,120,TRUE,4/12/2023 16:15,R_1Ealr8iU0T59TsF,,,,,39.3361,-76.5389,anonymous,EN,0.899999976,,0,0,,,,,,,,4,,4,4,,4,,4,5,4,,,,,,4,5,4,5,4,,,,,,4,5,4,4,5,,,,,,4,,5,4,5,4,5,5,4,5,,,,,,SV_ehCPpnOdI0dWLkO
4/12/2023 16:13,4/12/2023 16:15,IP Address,104.171.171.108,100,74,TRUE,4/12/2023 16:15,R_1Q6G6fIlUyv53Ig,,,,,39.0469,-77.4903,anonymous,EN,1,,0,25,,,4,5,4,5,4,,,,,,,,,,,4,4,5,5,5,,,,,,,4,5,4,4,4,5,4,5,4,,,,,,4,5,4,4,5,4,4,4,4,4,,,,,,SV_ehCPpnOdI0dWLkO
4/12/2023 16:13,4/12/2023 16:15,IP Address,149.46.136.43,100,85,TRUE,4/12/2023 16:15,R_2rCSsHosQIkJTCy,,,,,39.0469,-77.4903,anonymous,EN,0.800000012,,0,25,,,,,,,,4,,4,5,4,4,,4,,4,,,,,,4,5,,4,4,,,,,,4,5,4,,4,5,4,5,5,5,,,,,,,,,,,4,5,4,4,4,SV_ehCPpnOdI0dWLkO
4/12/2023 16:13,4/12/2023 16:15,IP Address,202.182.69.45,100,118,TRUE,4/12/2023 16:15,R_2OO9F9h7TEjrMFY,,,,,40.7123,-74.0068,anonymous,EN,0.800000012,,0,25,,,,,,,,4,4,5,4,,5,4,5,,4,,,,,,,,,,,4,,4,4,,5,5,4,,4,,4,,4,5,,,,,,,4,5,4,4,,,,,,SV_ehCPpnOdI0dWLkO
4/12/2023 16:13,4/12/2023 16:15,IP Address,208.194.212.128,100,98,TRUE,4/12/2023 16:15,R_TpGeLP3jjZvr6b7,,,,,39.6102,-75.6747,anonymous,EN,1,,0,30,,,,,,,,4,,,4,4,,,,,,4,,4,5,4,4,,,4,5,,,,,,4,,,4,5,,,,,,4,,4,5,4,,,,,,4,,,4,5,SV_ehCPpnOdI0dWLkO
4/12/2023 16:12,4/12/2023 16:15,IP Address,181.215.249.19,100,142,TRUE,4/12/2023 16:15,R_1LXnrEpBWDP9R4x,,,,,34.0515,-118.2707,anonymous,EN,0.800000012,,0,25,,,,,,,,,,4,4,,,,,,,,4,,4,,,,,,,,4,,4,,,4,,4,,,,,,,,4,,4,,,4,,4,,,,,,,SV_ehCPpnOdI0dWLkO
4/12/2023 16:14,4/12/2023 16:15,IP Address,208.196.104.148,100,56,TRUE,4/12/2023 16:15,R_b3jH28z6Iasbe4F,,,,,40.9922,-73.9748,anonymous,EN,1,,0,0,,,4,5,4,4,4,,,,,,,,,,,,,5,5,5,,,,,,4,4,4,4,5,5,4,5,4,5,4,5,4,5,5,,,,,,4,4,4,5,4,,,,,,SV_ehCPpnOdI0dWLkO
4/12/2023 16:14,4/12/2023 16:15,IP Address,74.122.61.188,100,53,TRUE,4/12/2023 16:15,R_2QfaoZM9ajGfrYF,,,,,39.0469,-77.4903,anonymous,EN,0.899999976,,0,0,,,,,,,,5,4,5,5,5,5,4,5,5,5,,,,,,5,4,5,4,5,,,,,,5,4,5,4,5,5,4,5,5,5,,,,,,,,,,,5,4,5,5,5,SV_ehCPpnOdI0dWLkO
4/12/2023 16:12,4/12/2023 16:15,IP Address,208.195.163.193,100,172,TRUE,4/12/2023 16:15,R_dnxEpJmjCEpKZqx,,,,,39.7232,-85.9979,anonymous,EN,1,,0,0,,,5,4,5,4,5,,,,,,,,,,,4,5,4,5,4,4,5,4,5,4,,,,,,5,4,5,4,5,5,4,5,4,5,,,,,,,,,,,5,4,5,4,5,SV_ehCPpnOdI0dWLkO
4/12/2023 16:12,4/12/2023 16:15,IP Address,3.141.40.223,100,162,TRUE,4/12/2023 16:15,R_30xlgiPaT6SSdxI,,,,,39.9587,-82.9987,anonymous,EN,0.899999976,,0,25,,,4,5,4,5,4,,,,,,,5,4,4,4,,,,,,,,,,,5,4,4,4,,5,,4,4,4,,,,,,5,4,4,,4,5,4,,4,4,,,,,,SV_ehCPpnOdI0dWLkO
4/12/2023 16:12,4/12/2023 16:15,IP Address,205.149.43.28,100,180,TRUE,4/12/2023 16:15,R_33kTs5zoHLLPQeT,,,,,42.9923,-87.9932,anonymous,EN,0.899999976,,0,25,,,5,,4,4,5,,,,,,,,,,,5,5,4,4,5,,,,,,5,5,4,5,,5,4,5,4,4,,,,,,5,5,4,5,,4,5,4,4,5,,,,,,SV_ehCPpnOdI0dWLkO
4/12/2023 16:14,4/12/2023 16:16,IP Address,185.14.237.114,100,105,TRUE,4/12/2023 16:16,R_3nvGHxgfFFQSoGN,,,,,38.6583,-77.2481,anonymous,EN,1,,0,30,,,4,,4,4,4,,,,,,,,,,,4,,5,4,5,,,,,,,5,4,5,4,,4,4,5,5,,,,,,2,4,,4,5,,4,4,4,5,,,,,,SV_ehCPpnOdI0dWLkO
4/12/2023 16:14,4/12/2023 16:15,IP Address,104.143.228.111,100,99,TRUE,4/12/2023 16:16,R_1InIBgk1IQAK4d8,,,,,44.0185,-121.2984,anonymous,EN,0.899999976,,0,25,,,2,,4,4,,,,,,,2,,4,4,5,,,,,,,,,,,2,,4,4,,4,4,4,4,4,,,,,,,2,4,,5,2,4,,4,5,,,,,,SV_ehCPpnOdI0dWLkO
4/12/2023 16:14,4/12/2023 16:16,IP Address,163.123.222.118,100,75,TRUE,4/12/2023 16:16,R_TivbfPMIPhy7T0t,,,,,40.7009,-73.9461,anonymous,EN,0.899999976,,0,25,,,,,,,,,4,4,4,4,4,4,,4,,,,,,,,,,,,,,,4,4,4,,,4,4,,,,,,4,4,,,4,,4,4,,,,,,,,SV_ehCPpnOdI0dWLkO
4/12/2023 16:14,4/12/2023 16:16,IP Address,168.200.6.3,100,120,TRUE,4/12/2023 16:16,R_31cngUSeB5CAgie,,,,,39.7388,-104.9868,anonymous,EN,0.899999976,,0,5,,,,,,,,4,4,5,4,4,,,,,,,,5,,,4,4,,4,2,,,,,,4,4,4,4,4,5,4,5,,,,,,,,,4,4,,,,,,,,SV_ehCPpnOdI0dWLkO
4/12/2023 16:13,4/12/2023 16:16,IP Address,200.101.163.251,100,147,TRUE,4/12/2023 16:16,R_AbxprgC8OhNn0fD,,,,,-25.5026,-49.2908,anonymous,EN,1,,0,0,,,4,,4,,,,,,,,,,,,,5,4,5,4,4,5,4,,4,2,,,,,,4,4,4,4,4,,,,,,5,4,4,4,5,,,,,,4,,4,4,4,SV_ehCPpnOdI0dWLkO
4/12/2023 16:15,4/12/2023 16:16,IP Address,208.202.237.131,100,59,TRUE,4/12/2023 16:16,R_33DataYWEQj4Ckm,,,,,26.2462,-80.2652,anonymous,EN,1,,0,0,,,,,,,,4,5,4,5,4,4,5,4,5,4,,,,,,4,5,4,5,4,,,,,,5,5,5,5,5,,,,,,4,4,4,4,4,,,,,,4,4,4,4,4,SV_ehCPpnOdI0dWLkO
4/12/2023 16:13,4/12/2023 16:16,IP Address,163.5.128.191,100,149,TRUE,4/12/2023 16:16,R_3KZPLudHtzGr7zT,,,,,40.7009,-73.9461,anonymous,EN,0.699999988,,0,35,,,,,,,,4,5,4,4,,,,,,,4,5,,4,4,4,5,4,4,5,,,,,,4,4,4,4,4,,,,,,,4,,4,5,4,5,,4,4,,,,,,SV_ehCPpnOdI0dWLkO
